date,state,sex,age,ethnicity,population
2005-01-01,Malaysia,overall_sex,85+,bumi_malay,39.3
2005-01-01,Malaysia,overall_sex,85+,chinese,28.5
2005-01-01,Malaysia,overall_sex,85+,other_citizen,0.8
2005-01-01,Malaysia,overall_sex,85+,indian,4.3
2005-01-01,Malaysia,overall_sex,75-79,chinese,69.2
2005-01-01,Malaysia,overall_sex,80-84,indian,5.7
2005-01-01,Malaysia,overall_sex,85+,bumi_other,6.3
2005-01-01,Malaysia,overall_sex,75-79,bumi_malay,97.9
2005-01-01,Malaysia,overall_sex,70-74,other_noncitizen,7.5
2005-01-01,Malaysia,overall_sex,5-9,other_noncitizen,91.5
2005-01-01,Malaysia,overall_sex,5-9,other_citizen,39.8
2005-01-01,Malaysia,overall_sex,5-9,indian,181.3
2005-01-01,Malaysia,overall_sex,5-9,chinese,534.6
2005-01-01,Malaysia,overall_sex,65-69,bumi_malay,216.7
2005-01-01,Malaysia,overall_sex,60-64,other_noncitizen,15.8
2005-01-01,Malaysia,overall_sex,50-54,bumi_malay,538.6
2005-01-01,Malaysia,overall_sex,60-64,other_citizen,4.4
2005-01-01,Malaysia,overall_sex,60-64,chinese,214.10000000000002
2005-01-01,Malaysia,overall_sex,60-64,bumi_other,56.2
2005-01-01,Malaysia,overall_sex,60-64,bumi_malay,274.6
2005-01-01,Malaysia,overall_sex,55-59,other_noncitizen,27.6
2005-01-01,Malaysia,overall_sex,55-59,other_citizen,6.199999999999999
2005-01-01,Malaysia,overall_sex,55-59,indian,65.0
2005-01-01,Malaysia,overall_sex,60-64,indian,40.2
2005-01-01,Malaysia,overall_sex,75-79,bumi_other,18.7
2005-01-01,Malaysia,overall_sex,50-54,bumi_other,99.0
2005-01-01,Malaysia,overall_sex,50-54,indian,93.2
2005-01-01,Malaysia,overall_sex,70-74,other_citizen,2.2
2005-01-01,Malaysia,overall_sex,70-74,indian,20.6
2005-01-01,Malaysia,overall_sex,70-74,chinese,109.5
2005-01-01,Malaysia,overall_sex,70-74,bumi_other,30.1
2005-01-01,Malaysia,overall_sex,70-74,bumi_malay,141.0
2005-01-01,Malaysia,overall_sex,65-69,other_noncitizen,11.5
2005-01-01,Malaysia,overall_sex,50-54,chinese,357.8
2005-01-01,Malaysia,overall_sex,65-69,other_citizen,3.3
2005-01-01,Malaysia,overall_sex,65-69,chinese,167.7
2005-01-01,Malaysia,overall_sex,65-69,bumi_other,41.900000000000006
2005-01-01,Malaysia,overall_sex,55-59,bumi_other,73.4
2005-01-01,Malaysia,overall_sex,55-59,bumi_malay,396.20000000000005
2005-01-01,Malaysia,overall_sex,50-54,other_noncitizen,43.8
2005-01-01,Malaysia,overall_sex,50-54,other_citizen,9.7
2005-01-01,Malaysia,overall_sex,65-69,indian,31.2
2005-01-01,Malaysia,overall_sex,85+,other_noncitizen,4.3
2005-01-01,Malaysia,male,75-79,bumi_malay,44.0
2005-01-01,Malaysia,female,70-74,indian,11.6
2005-01-01,Malaysia,male,60-64,bumi_other,28.8
2005-01-01,Malaysia,male,60-64,bumi_malay,137.2
2005-01-01,Malaysia,male,55-59,other_noncitizen,16.6
2005-01-01,Malaysia,male,55-59,other_citizen,3.3
2005-01-01,Malaysia,male,55-59,indian,32.1
2005-01-01,Malaysia,male,55-59,chinese,152.2
2005-01-01,Malaysia,male,55-59,bumi_other,37.8
2005-01-01,Malaysia,male,55-59,bumi_malay,199.9
2005-01-01,Malaysia,male,50-54,other_noncitizen,26.5
2005-01-01,Malaysia,male,50-54,other_citizen,5.5
2005-01-01,Malaysia,male,50-54,indian,46.5
2005-01-01,Malaysia,male,50-54,chinese,187.0
2005-01-01,Malaysia,male,50-54,bumi_other,52.6
2005-01-01,Malaysia,male,60-64,chinese,113.2
2005-01-01,Malaysia,male,50-54,bumi_malay,271.3
2005-01-01,Malaysia,male,5-9,other_citizen,20.6
2005-01-01,Malaysia,male,5-9,indian,92.0
2005-01-01,Malaysia,male,5-9,chinese,275.4
2005-01-01,Malaysia,male,5-9,bumi_other,180.5
2005-01-01,Malaysia,male,5-9,bumi_malay,791.1
2005-01-01,Malaysia,male,45-49,other_noncitizen,46.2
2005-01-01,Malaysia,male,45-49,other_citizen,6.8
2005-01-01,Malaysia,male,45-49,indian,58.3
2005-01-01,Malaysia,male,45-49,chinese,215.9
2005-01-01,Malaysia,male,45-49,bumi_other,69.7
2005-01-01,Malaysia,male,45-49,bumi_malay,332.7
2005-01-01,Malaysia,male,40-44,other_noncitizen,76.2
2005-01-01,Malaysia,male,40-44,other_citizen,6.8
2005-01-01,Malaysia,male,5-9,other_noncitizen,48.2
2005-01-01,Malaysia,male,40-44,indian,64.9
2005-01-01,Malaysia,male,60-64,indian,19.7
2005-01-01,Malaysia,male,60-64,other_noncitizen,9.4
2005-01-01,Malaysia,male,85+,indian,1.9
2005-01-01,Malaysia,male,85+,chinese,11.0
2005-01-01,Malaysia,male,85+,bumi_other,2.9
2005-01-01,Malaysia,male,85+,bumi_malay,17.0
2005-01-01,Malaysia,male,80-84,other_noncitizen,2.0
2005-01-01,Malaysia,male,80-84,other_citizen,0.5
2005-01-01,Malaysia,male,80-84,indian,2.5
2005-01-01,Malaysia,male,80-84,chinese,13.4
2005-01-01,Malaysia,male,80-84,bumi_other,4.7
2005-01-01,Malaysia,male,80-84,bumi_malay,20.1
2005-01-01,Malaysia,male,75-79,other_noncitizen,3.1
2005-01-01,Malaysia,male,75-79,other_citizen,0.9
2005-01-01,Malaysia,male,75-79,indian,5.6
2005-01-01,Malaysia,male,60-64,other_citizen,2.3
2005-01-01,Malaysia,male,75-79,chinese,31.3
2005-01-01,Malaysia,overall_sex,5-9,bumi_other,355.1
2005-01-01,Malaysia,male,70-74,other_noncitizen,4.0
2005-01-01,Malaysia,male,70-74,other_citizen,1.2
2005-01-01,Malaysia,male,70-74,indian,9.0
2005-01-01,Malaysia,male,70-74,chinese,53.9
2005-01-01,Malaysia,male,70-74,bumi_other,14.6
2005-01-01,Malaysia,male,70-74,bumi_malay,65.0
2005-01-01,Malaysia,male,65-69,other_noncitizen,6.6
2005-01-01,Malaysia,male,65-69,other_citizen,1.8
2005-01-01,Malaysia,male,65-69,indian,14.3
2005-01-01,Malaysia,male,65-69,chinese,86.4
2005-01-01,Malaysia,male,65-69,bumi_other,20.8
2005-01-01,Malaysia,male,65-69,bumi_malay,103.5
2005-01-01,Malaysia,male,75-79,bumi_other,9.2
2005-01-01,Malaysia,male,40-44,chinese,231.2
2005-01-01,Malaysia,male,40-44,bumi_other,86.2
2005-01-01,Malaysia,male,40-44,bumi_malay,381.8
2005-01-01,Malaysia,male,10-14,bumi_other,179.9
2005-01-01,Malaysia,male,10-14,bumi_malay,766.4
2005-01-01,Malaysia,male,0-4,other_noncitizen,31.2
2005-01-01,Malaysia,male,0-4,other_citizen,20.5
2005-01-01,Malaysia,male,0-4,indian,84.6
2005-01-01,Malaysia,male,0-4,chinese,250.3
2005-01-01,Malaysia,male,0-4,bumi_other,174.9
2005-01-01,Malaysia,male,0-4,bumi_malay,751.1
2005-01-01,Malaysia,female,85+,other_noncitizen,2.3
2005-01-01,Malaysia,female,85+,other_citizen,0.4
2005-01-01,Malaysia,female,85+,indian,2.4
2005-01-01,Malaysia,female,85+,chinese,17.5
2005-01-01,Malaysia,female,85+,bumi_other,3.4
2005-01-01,Malaysia,male,10-14,chinese,275.7
2005-01-01,Malaysia,female,85+,bumi_malay,22.3
2005-01-01,Malaysia,female,80-84,other_citizen,0.4
2005-01-01,Malaysia,female,80-84,indian,3.2
2005-01-01,Malaysia,female,80-84,chinese,19.2
2005-01-01,Malaysia,female,80-84,bumi_other,4.6
2005-01-01,Malaysia,female,80-84,bumi_malay,25.2
2005-01-01,Malaysia,female,75-79,other_noncitizen,2.9
2005-01-01,Malaysia,female,75-79,other_citizen,0.8
2005-01-01,Malaysia,female,75-79,indian,6.3
2005-01-01,Malaysia,female,75-79,chinese,37.9
2005-01-01,Malaysia,female,75-79,bumi_other,9.5
2005-01-01,Malaysia,female,75-79,bumi_malay,53.9
2005-01-01,Malaysia,female,70-74,other_noncitizen,3.5
2005-01-01,Malaysia,female,70-74,other_citizen,1.0
2005-01-01,Malaysia,female,80-84,other_noncitizen,2.0
2005-01-01,Malaysia,male,10-14,indian,89.8
2005-01-01,Malaysia,male,10-14,other_citizen,18.5
2005-01-01,Malaysia,male,10-14,other_noncitizen,79.7
2005-01-01,Malaysia,male,35-39,other_noncitizen,105.1
2005-01-01,Malaysia,male,35-39,other_citizen,7.1
2005-01-01,Malaysia,male,35-39,indian,66.5
2005-01-01,Malaysia,male,35-39,chinese,234.9
2005-01-01,Malaysia,male,35-39,bumi_other,96.6
2005-01-01,Malaysia,male,35-39,bumi_malay,410.9
2005-01-01,Malaysia,male,30-34,other_noncitizen,144.9
2005-01-01,Malaysia,male,30-34,other_citizen,6.9
2005-01-01,Malaysia,male,30-34,indian,69.5
2005-01-01,Malaysia,male,30-34,chinese,237.7
2005-01-01,Malaysia,male,30-34,bumi_other,102.1
2005-01-01,Malaysia,male,30-34,bumi_malay,430.9
2005-01-01,Malaysia,male,25-29,other_noncitizen,170.4
2005-01-01,Malaysia,male,25-29,other_citizen,8.5
2005-01-01,Malaysia,male,25-29,indian,76.4
2005-01-01,Malaysia,male,25-29,chinese,246.3
2005-01-01,Malaysia,male,25-29,bumi_other,113.7
2005-01-01,Malaysia,male,25-29,bumi_malay,493.4
2005-01-01,Malaysia,male,20-24,other_citizen,13.0
2005-01-01,Malaysia,male,20-24,indian,87.2
2005-01-01,Malaysia,male,20-24,chinese,264.2
2005-01-01,Malaysia,male,20-24,bumi_other,145.4
2005-01-01,Malaysia,male,20-24,bumi_malay,634.3
2005-01-01,Malaysia,male,15-19,other_noncitizen,149.5
2005-01-01,Malaysia,male,15-19,other_citizen,16.1
2005-01-01,Malaysia,male,15-19,indian,91.9
2005-01-01,Malaysia,male,15-19,chinese,269.4
2005-01-01,Malaysia,male,15-19,bumi_other,159.8
2005-01-01,Malaysia,male,15-19,bumi_malay,710.8
2005-01-01,Malaysia,female,70-74,chinese,55.6
2005-01-01,Malaysia,overall_sex,5-9,bumi_malay,1539.3
2005-01-01,Malaysia,female,40-44,other_citizen,7.1
2005-01-01,Malaysia,overall_sex,45-49,other_citizen,12.399999999999999
2005-01-01,Malaysia,female,15-19,other_citizen,15.8
2005-01-01,Malaysia,female,15-19,indian,87.4
2005-01-01,Malaysia,female,15-19,chinese,258.5
2005-01-01,Malaysia,female,15-19,bumi_other,161.0
2005-01-01,Malaysia,female,15-19,bumi_malay,693.9
2005-01-01,Malaysia,female,10-14,other_noncitizen,63.4
2005-01-01,Malaysia,female,10-14,other_citizen,17.6
2005-01-01,Malaysia,female,10-14,indian,86.7
2005-01-01,Malaysia,female,10-14,chinese,256.1
2005-01-01,Malaysia,female,10-14,bumi_other,174.8
2005-01-01,Malaysia,female,10-14,bumi_malay,733.4
2005-01-01,Malaysia,female,0-4,other_noncitizen,28.7
2005-01-01,Malaysia,female,0-4,other_citizen,19.1
2005-01-01,Malaysia,female,0-4,indian,81.6
2005-01-01,Malaysia,female,0-4,chinese,235.1
2005-01-01,Malaysia,female,0-4,bumi_other,165.9
2005-01-01,Malaysia,female,0-4,bumi_malay,712.7
2005-01-01,Malaysia,male,85+,overall_ethnicity,35.2
2005-01-01,Malaysia,male,80-84,overall_ethnicity,43.2
2005-01-01,Malaysia,female,15-19,other_noncitizen,105.0
2005-01-01,Malaysia,female,20-24,bumi_malay,622.6
2005-01-01,Malaysia,female,20-24,bumi_other,143.9
2005-01-01,Malaysia,female,20-24,chinese,253.1
2005-01-01,Malaysia,female,35-39,other_noncitizen,71.7
2005-01-01,Malaysia,female,35-39,other_citizen,8.1
2005-01-01,Malaysia,female,35-39,indian,68.6
2005-01-01,Malaysia,female,35-39,chinese,228.6
2005-01-01,Malaysia,female,35-39,bumi_other,95.8
2005-01-01,Malaysia,female,35-39,bumi_malay,422.0
2005-01-01,Malaysia,female,30-34,other_noncitizen,102.1
2005-01-01,Malaysia,female,30-34,other_citizen,8.3
2005-01-01,Malaysia,female,30-34,indian,70.1
2005-01-01,Malaysia,male,75-79,overall_ethnicity,94.1
2005-01-01,Malaysia,female,30-34,chinese,224.9
2005-01-01,Malaysia,female,30-34,bumi_malay,437.4
2005-01-01,Malaysia,female,25-29,other_noncitizen,109.7
2005-01-01,Malaysia,female,25-29,other_citizen,9.6
2005-01-01,Malaysia,female,25-29,indian,74.9
2005-01-01,Malaysia,female,25-29,chinese,230.6
2005-01-01,Malaysia,female,25-29,bumi_other,113.9
2005-01-01,Malaysia,female,25-29,bumi_malay,487.8
2005-01-01,Malaysia,female,20-24,other_noncitizen,113.4
2005-01-01,Malaysia,female,20-24,indian,84.6
2005-01-01,Malaysia,female,30-34,bumi_other,103.4
2005-01-01,Malaysia,male,70-74,overall_ethnicity,147.7
2005-01-01,Malaysia,male,65-69,overall_ethnicity,233.4
2005-01-01,Malaysia,male,60-64,overall_ethnicity,310.7
2005-01-01,Malaysia,female,30-34,overall_ethnicity,946.1
2005-01-01,Malaysia,female,25-29,overall_ethnicity,1026.5
2005-01-01,Malaysia,female,20-24,overall_ethnicity,1230.7
2005-01-01,Malaysia,female,15-19,overall_ethnicity,1321.5
2005-01-01,Malaysia,female,10-14,overall_ethnicity,1332.0
2005-01-01,Malaysia,female,0-4,overall_ethnicity,1243.1
2005-01-01,Malaysia,female,overall_age,overall_ethnicity,12692.3
2005-01-01,Malaysia,male,overall_age,overall_ethnicity,13353.3
2005-01-01,Malaysia,female,overall_age,bumi_malay,6463.0
2005-01-01,Malaysia,female,35-39,overall_ethnicity,894.8
2005-01-01,Malaysia,female,overall_age,bumi_other,1442.6
2005-01-01,Malaysia,female,overall_age,indian,906.6
2005-01-01,Malaysia,female,overall_age,other_citizen,136.9
2005-01-01,Malaysia,female,overall_age,other_noncitizen,765.4
2005-01-01,Malaysia,male,overall_age,bumi_malay,6561.3
2005-01-01,Malaysia,male,overall_age,bumi_other,1480.4
2005-01-01,Malaysia,male,overall_age,chinese,3149.5
2005-01-01,Malaysia,male,overall_age,indian,912.9
2005-01-01,Malaysia,male,overall_age,other_citizen,140.6
2005-01-01,Malaysia,male,overall_age,other_noncitizen,1108.6
2005-01-01,Malaysia,female,overall_age,chinese,2977.9
2005-01-01,Malaysia,female,40-44,bumi_malay,381.4
2005-01-01,Malaysia,female,40-44,overall_ethnicity,797.3
2005-01-01,Malaysia,female,5-9,overall_ethnicity,1333.8
2005-01-01,Malaysia,male,55-59,overall_ethnicity,441.9
2005-01-01,Malaysia,male,50-54,overall_ethnicity,589.4
2005-01-01,Malaysia,male,5-9,overall_ethnicity,1407.8
2005-01-01,Malaysia,male,45-49,overall_ethnicity,729.7
2005-01-01,Malaysia,male,40-44,overall_ethnicity,847.1
2005-01-01,Malaysia,male,35-39,overall_ethnicity,921.2
2005-01-01,Malaysia,male,30-34,overall_ethnicity,991.8
2005-01-01,Malaysia,male,25-29,overall_ethnicity,1108.8
2005-01-01,Malaysia,male,20-24,overall_ethnicity,1331.1
2005-01-01,Malaysia,female,45-49,overall_ethnicity,686.5
2005-01-01,Malaysia,male,15-19,overall_ethnicity,1397.6
2005-01-01,Malaysia,male,0-4,overall_ethnicity,1312.7
2005-01-01,Malaysia,female,85+,overall_ethnicity,48.3
2005-01-01,Malaysia,female,80-84,overall_ethnicity,54.6
2005-01-01,Malaysia,female,75-79,overall_ethnicity,111.3
2005-01-01,Malaysia,female,70-74,overall_ethnicity,163.4
2005-01-01,Malaysia,female,65-69,overall_ethnicity,238.9
2005-01-01,Malaysia,female,60-64,overall_ethnicity,294.7
2005-01-01,Malaysia,female,55-59,overall_ethnicity,415.9
2005-01-01,Malaysia,female,50-54,overall_ethnicity,552.7
2005-01-01,Malaysia,male,10-14,overall_ethnicity,1410.0
2005-01-01,Malaysia,female,40-44,bumi_other,82.2
2005-01-01,Malaysia,female,40-44,chinese,213.9
2005-01-01,Malaysia,female,40-44,indian,64.3
2005-01-01,Malaysia,overall_sex,25-29,indian,151.3
2005-01-01,Malaysia,overall_sex,25-29,chinese,476.9
2005-01-01,Malaysia,overall_sex,25-29,bumi_other,227.60000000000002
2005-01-01,Malaysia,overall_sex,25-29,bumi_malay,981.2
2005-01-01,Malaysia,overall_sex,20-24,other_noncitizen,300.3
2005-01-01,Malaysia,overall_sex,20-24,other_citizen,26.1
2005-01-01,Malaysia,overall_sex,20-24,indian,171.8
2005-01-01,Malaysia,overall_sex,20-24,chinese,517.3
2005-01-01,Malaysia,overall_sex,20-24,bumi_other,289.3
2005-01-01,Malaysia,overall_sex,25-29,other_citizen,18.1
2005-01-01,Malaysia,overall_sex,20-24,bumi_malay,1256.9
2005-01-01,Malaysia,overall_sex,15-19,other_citizen,31.9
2005-01-01,Malaysia,overall_sex,15-19,indian,179.3
2005-01-01,Malaysia,overall_sex,15-19,chinese,527.9
2005-01-01,Malaysia,overall_sex,15-19,bumi_other,320.8
2005-01-01,Malaysia,overall_sex,15-19,bumi_malay,1404.7
2005-01-01,Malaysia,overall_sex,10-14,other_noncitizen,143.0
2005-01-01,Malaysia,overall_sex,10-14,other_citizen,36.1
2005-01-01,Malaysia,overall_sex,10-14,indian,176.5
2005-01-01,Malaysia,overall_sex,10-14,chinese,531.9
2005-01-01,Malaysia,overall_sex,15-19,other_noncitizen,254.5
2005-01-01,Malaysia,overall_sex,10-14,bumi_other,354.7
2005-01-01,Malaysia,overall_sex,25-29,other_noncitizen,280.1
2005-01-01,Malaysia,overall_sex,30-34,bumi_other,205.5
2005-01-01,Malaysia,overall_sex,45-49,indian,116.8
2005-01-01,Malaysia,overall_sex,45-49,chinese,413.6
2005-01-01,Malaysia,overall_sex,45-49,bumi_other,133.2
2005-01-01,Malaysia,overall_sex,45-49,bumi_malay,664.5
2005-01-01,Malaysia,overall_sex,40-44,other_noncitizen,124.6
2005-01-01,Malaysia,overall_sex,40-44,other_citizen,13.899999999999999
2005-01-01,Malaysia,overall_sex,40-44,indian,129.2
2005-01-01,Malaysia,overall_sex,40-44,chinese,445.1
2005-01-01,Malaysia,overall_sex,40-44,bumi_other,168.4
2005-01-01,Malaysia,overall_sex,30-34,bumi_malay,868.3
2005-01-01,Malaysia,overall_sex,40-44,bumi_malay,763.2
2005-01-01,Malaysia,overall_sex,35-39,other_citizen,15.2
2005-01-01,Malaysia,overall_sex,35-39,indian,135.1
2005-01-01,Malaysia,overall_sex,35-39,chinese,463.5
2005-01-01,Malaysia,overall_sex,35-39,bumi_other,192.39999999999998
2005-01-01,Malaysia,overall_sex,35-39,bumi_malay,832.9
2005-01-01,Malaysia,overall_sex,30-34,other_noncitizen,247.0
2005-01-01,Malaysia,overall_sex,30-34,other_citizen,15.200000000000001
2005-01-01,Malaysia,overall_sex,30-34,indian,139.6
2005-01-01,Malaysia,overall_sex,30-34,chinese,462.6
2005-01-01,Malaysia,overall_sex,35-39,other_noncitizen,176.8
2005-01-01,Malaysia,overall_sex,45-49,other_noncitizen,75.6
2005-01-01,Malaysia,overall_sex,10-14,bumi_malay,1499.8
2005-01-01,Malaysia,overall_sex,0-4,other_citizen,39.6
2005-01-01,Malaysia,female,50-54,other_noncitizen,17.3
2005-01-01,Malaysia,female,50-54,other_citizen,4.2
2005-01-01,Malaysia,female,50-54,indian,46.7
2005-01-01,Malaysia,female,50-54,chinese,170.8
2005-01-01,Malaysia,female,50-54,bumi_other,46.4
2005-01-01,Malaysia,female,50-54,bumi_malay,267.3
2005-01-01,Malaysia,female,5-9,other_noncitizen,43.3
2005-01-01,Malaysia,female,5-9,other_citizen,19.2
2005-01-01,Malaysia,female,5-9,indian,89.3
2005-01-01,Malaysia,female,55-59,bumi_malay,196.3
2005-01-01,Malaysia,female,5-9,chinese,259.1
2005-01-01,Malaysia,female,5-9,bumi_malay,748.2
2005-01-01,Malaysia,female,45-49,other_noncitizen,29.4
2005-01-01,Malaysia,female,45-49,other_citizen,5.6
2005-01-01,Malaysia,female,45-49,indian,58.5
2005-01-01,Malaysia,female,45-49,chinese,197.7
2005-01-01,Malaysia,female,45-49,bumi_other,63.5
2005-01-01,Malaysia,female,45-49,bumi_malay,331.8
2005-01-01,Malaysia,female,40-44,other_noncitizen,48.4
2005-01-01,Malaysia,male,85+,other_citizen,0.4
2005-01-01,Malaysia,female,5-9,bumi_other,174.6
2005-01-01,Malaysia,overall_sex,0-4,other_noncitizen,59.9
2005-01-01,Malaysia,female,55-59,bumi_other,35.6
2005-01-01,Malaysia,female,55-59,indian,32.9
2005-01-01,Malaysia,overall_sex,0-4,indian,166.2
2005-01-01,Malaysia,overall_sex,0-4,chinese,485.4
2005-01-01,Malaysia,overall_sex,0-4,bumi_other,340.8
2005-01-01,Malaysia,overall_sex,0-4,bumi_malay,1463.8
2005-01-01,Malaysia,female,70-74,bumi_other,15.5
2005-01-01,Malaysia,female,70-74,bumi_malay,76.0
2005-01-01,Malaysia,female,65-69,other_noncitizen,4.9
2005-01-01,Malaysia,female,65-69,other_citizen,1.5
2005-01-01,Malaysia,female,65-69,indian,16.9
2005-01-01,Malaysia,female,55-59,chinese,137.1
2005-01-01,Malaysia,female,65-69,chinese,81.3
2005-01-01,Malaysia,female,65-69,bumi_malay,113.2
2005-01-01,Malaysia,female,60-64,other_noncitizen,6.4
2005-01-01,Malaysia,female,60-64,other_citizen,2.1
2005-01-01,Malaysia,female,60-64,indian,20.5
2005-01-01,Malaysia,female,60-64,chinese,100.9
2005-01-01,Malaysia,female,60-64,bumi_other,27.4
2005-01-01,Malaysia,female,60-64,bumi_malay,137.4
2005-01-01,Malaysia,female,55-59,other_noncitizen,11.0
2005-01-01,Malaysia,female,55-59,other_citizen,2.9
2005-01-01,Malaysia,female,65-69,bumi_other,21.1
2005-01-01,Malaysia,male,85+,other_noncitizen,2.0
2005-01-01,Malaysia,female,20-24,other_citizen,13.1
2005-01-01,Malaysia,male,20-24,other_noncitizen,186.9
2005-01-01,Malaysia,overall_sex,75-79,overall_ethnicity,205.39999999999998
2005-01-01,Malaysia,overall_sex,70-74,overall_ethnicity,311.1
2005-01-01,Malaysia,overall_sex,65-69,overall_ethnicity,472.3
2005-01-01,Malaysia,overall_sex,60-64,overall_ethnicity,605.4
2005-01-01,Malaysia,overall_sex,55-59,overall_ethnicity,857.8
2005-01-01,Malaysia,overall_sex,50-54,overall_ethnicity,1142.1
2005-01-01,Malaysia,overall_sex,5-9,overall_ethnicity,2741.6
2005-01-01,Malaysia,overall_sex,45-49,overall_ethnicity,1416.2
2005-01-01,Malaysia,overall_sex,40-44,overall_ethnicity,1644.4
2005-01-01,Malaysia,overall_sex,35-39,overall_ethnicity,1816.0
2005-01-01,Malaysia,overall_sex,80-84,overall_ethnicity,97.80000000000001
2005-01-01,Malaysia,overall_sex,30-34,overall_ethnicity,1937.9
2005-01-01,Malaysia,overall_sex,20-24,overall_ethnicity,2561.8
2005-01-01,Malaysia,overall_sex,15-19,overall_ethnicity,2719.1
2005-01-01,Malaysia,overall_sex,10-14,overall_ethnicity,2742.1
2005-01-01,Malaysia,overall_sex,0-4,overall_ethnicity,2555.8
2005-01-01,Malaysia,overall_sex,overall_age,other_noncitizen,1874.0
2005-01-01,Malaysia,overall_sex,overall_age,other_citizen,277.4
2005-01-01,Malaysia,overall_sex,overall_age,indian,1819.5
2005-01-01,Malaysia,overall_sex,overall_age,chinese,6127.3
2005-01-01,Malaysia,overall_sex,overall_age,bumi_other,2923.0
2005-01-01,Malaysia,overall_sex,overall_age,bumi_malay,13024.3
2005-01-01,Malaysia,overall_sex,25-29,overall_ethnicity,2135.3
2005-01-01,Malaysia,overall_sex,85+,overall_ethnicity,83.5
2005-01-01,Malaysia,overall_sex,overall_age,overall_ethnicity,26045.5
2006-01-01,Malaysia,overall_sex,60-64,chinese,223.1
2006-01-01,Malaysia,female,75-79,bumi_other,10.2
2006-01-01,Malaysia,female,75-79,bumi_malay,55.5
2006-01-01,Malaysia,female,70-74,other_noncitizen,3.7
2006-01-01,Malaysia,female,70-74,other_citizen,1.0
2006-01-01,Malaysia,female,70-74,indian,12.2
2006-01-01,Malaysia,female,70-74,chinese,57.8
2006-01-01,Malaysia,female,70-74,bumi_other,16.1
2006-01-01,Malaysia,female,70-74,bumi_malay,79.2
2006-01-01,Malaysia,female,65-69,other_noncitizen,5.1
2006-01-01,Malaysia,female,65-69,other_citizen,1.5
2006-01-01,Malaysia,female,65-69,indian,17.0
2006-01-01,Malaysia,female,65-69,chinese,83.6
2006-01-01,Malaysia,female,65-69,bumi_other,21.9
2006-01-01,Malaysia,female,65-69,bumi_malay,116.6
2006-01-01,Malaysia,female,60-64,other_noncitizen,7.1
2006-01-01,Malaysia,female,60-64,other_citizen,2.1
2006-01-01,Malaysia,female,60-64,indian,21.9
2006-01-01,Malaysia,female,60-64,chinese,105.1
2006-01-01,Malaysia,female,60-64,bumi_other,28.5
2006-01-01,Malaysia,female,60-64,bumi_malay,144.8
2006-01-01,Malaysia,female,55-59,other_noncitizen,11.9
2006-01-01,Malaysia,overall_sex,overall_age,overall_ethnicity,26549.9
2006-01-01,Malaysia,female,75-79,chinese,39.3
2006-01-01,Malaysia,female,75-79,indian,6.8
2006-01-01,Malaysia,female,75-79,other_citizen,0.8
2006-01-01,Malaysia,male,10-14,chinese,277.1
2006-01-01,Malaysia,male,10-14,bumi_other,183.6
2006-01-01,Malaysia,male,10-14,bumi_malay,772.3
2006-01-01,Malaysia,male,0-4,other_noncitizen,30.7
2006-01-01,Malaysia,male,0-4,other_citizen,20.6
2006-01-01,Malaysia,male,0-4,indian,82.5
2006-01-01,Malaysia,male,0-4,chinese,241.4
2006-01-01,Malaysia,male,0-4,bumi_other,176.9
2006-01-01,Malaysia,male,0-4,bumi_malay,744.4
2006-01-01,Malaysia,female,85+,other_noncitizen,2.3
2006-01-01,Malaysia,female,55-59,other_citizen,3.0
2006-01-01,Malaysia,female,85+,other_citizen,0.4
2006-01-01,Malaysia,female,85+,chinese,17.8
2006-01-01,Malaysia,female,85+,bumi_other,3.7
2006-01-01,Malaysia,female,85+,bumi_malay,23.1
2006-01-01,Malaysia,female,80-84,other_noncitizen,2.0
2006-01-01,Malaysia,female,80-84,other_citizen,0.4
2006-01-01,Malaysia,female,80-84,indian,3.4
2006-01-01,Malaysia,female,80-84,chinese,20.6
2006-01-01,Malaysia,female,80-84,bumi_other,5.1
2006-01-01,Malaysia,female,80-84,bumi_malay,28.0
2006-01-01,Malaysia,female,75-79,other_noncitizen,2.9
2006-01-01,Malaysia,female,85+,indian,2.6
2006-01-01,Malaysia,male,10-14,indian,90.0
2006-01-01,Malaysia,female,55-59,indian,35.5
2006-01-01,Malaysia,female,55-59,bumi_other,37.1
2006-01-01,Malaysia,overall_sex,80-84,bumi_malay,49.9
2006-01-01,Malaysia,overall_sex,75-79,other_noncitizen,6.0
2006-01-01,Malaysia,overall_sex,75-79,other_citizen,1.7000000000000002
2006-01-01,Malaysia,overall_sex,75-79,indian,12.6
2006-01-01,Malaysia,overall_sex,75-79,chinese,72.5
2006-01-01,Malaysia,overall_sex,75-79,bumi_other,19.9
2006-01-01,Malaysia,overall_sex,75-79,bumi_malay,100.3
2006-01-01,Malaysia,overall_sex,70-74,other_noncitizen,7.9
2006-01-01,Malaysia,overall_sex,70-74,other_citizen,2.2
2006-01-01,Malaysia,overall_sex,70-74,indian,21.799999999999997
2006-01-01,Malaysia,overall_sex,70-74,chinese,115.19999999999999
2006-01-01,Malaysia,overall_sex,70-74,bumi_other,31.400000000000002
2006-01-01,Malaysia,overall_sex,70-74,bumi_malay,147.3
2006-01-01,Malaysia,overall_sex,65-69,other_noncitizen,12.0
2006-01-01,Malaysia,overall_sex,65-69,other_citizen,3.3
